FEN:ID,Function Code,composition count before accumulation,composition count after accumulation
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:Ownable:transferOwnership(address),"  function transferOwnership(address newOwner) onlyOwner {
    if (newOwner != address(0)) {
      owner = newOwner;
    }
  }
",0,23
"0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:SafeMath:mul(uint256,uint256)","  function mul(uint256 a, uint256 b) internal constant returns (uint256) {
    uint256 c = a * b;
    assert(a == 0 || c / a == b);
    return c;
  }
",2,924
"0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:SafeMath:div(uint256,uint256)","  function div(uint256 a, uint256 b) internal constant returns (uint256) {
    // assert(b > 0); // Solidity automatically throws when dividing by 0
    uint256 c = a / b;
    // assert(a == b * c + a % b); // There is no case in which this doesn't hold
    return c;
  }
",0,624
"0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:SafeMath:sub(uint256,uint256)","  function sub(uint256 a, uint256 b) internal constant returns (uint256) {
    assert(b <= a);
    return a - b;
  }
",3,5487
"0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:StandardToken:transferFrom(address,address,uint256)","  function transferFrom(address _from, address _to, uint256 _value) returns (bool) {
    var _allowance = allowed[_from][msg.sender];

    // Check is not needed because sub(_allowance, _value) will already throw if this condition is not met
    // require (_value <= _allowance);

    balances[_to] = balances[_to].add(_value);
    balances[_from] = balances[_from].sub(_value);
    allowed[_from][msg.sender] = _allowance.sub(_value);
    Transfer(_from, _to, _value);
    return true;
  }
",0,92
"0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:StandardToken:approve(address,uint256)","  function approve(address _spender, uint256 _value) returns (bool) {

    // To change the approve amount you first have to reduce the addresses`
    //  allowance to zero by calling `approve(_spender, 0)` if it is not
    //  already 0 to mitigate the race condition described here:
    //  https://github.com/ethereum/EIPs/issues/20#issuecomment-263524729
    require((_value == 0) || (allowed[msg.sender][_spender] == 0));

    allowed[msg.sender][_spender] = _value;
    Approval(msg.sender, _spender, _value);
    return true;
  }
",0,22
"0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:StandardToken:allowance(address,address)","  function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
    return allowed[_owner][_spender];
  }
",0,14
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:MintableToken:canMint(),"  modifier canMint() {
    require(!mintingFinished);
    _;
  }
",1,619
"0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:MintableToken:mint(address,uint256)","  function mint(address _to, uint256 _amount) onlyOwner canMint returns (bool) {
    totalSupply = totalSupply.add(_amount);
    balances[_to] = balances[_to].add(_amount);
    Mint(_to, _amount);
    return true;
  }
",2,33
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:MintableToken:finishMinting(),"  function finishMinting() onlyOwner returns (bool) {
    mintingFinished = true;
    MintFinished();
    return true;
  }
",1,23
"0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:LimitedTransferToken:transfer(address,uint256)","  function transfer(address _to, uint256 _value) canTransfer(msg.sender, _value) returns (bool) {
    return super.transfer(_to, _value);
  }
",0,3
"0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:LimitedTransferToken:transferFrom(address,address,uint256)","  function transferFrom(address _from, address _to, uint256 _value) canTransfer(_from, _value) returns (bool) {
    return super.transferFrom(_from, _to, _value);
  }
",0,1
"0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:LimitedTransferToken:transferableTokens(address,uint64)","  function transferableTokens(address holder, uint64 time) constant public returns (uint256) {
    return balanceOf(holder);
  }
",0,1
"0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:Crowdsale:Crowdsale(uint256,uint256,uint256,address)","  function Crowdsale(uint256 _startBlock, uint256 _endBlock, uint256 _rate, address _wallet) {
    require(_startBlock >= block.number);
    require(_endBlock >= _startBlock);
    require(_rate > 0);
    require(_wallet != 0x0);

    token = createTokenContract();
    startBlock = _startBlock;
    endBlock = _endBlock;
    rate = _rate;
    wallet = _wallet;
  }
",2,8
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:Crowdsale:createTokenContract(),"  function createTokenContract() internal returns (MintableToken) {
    return new MintableToken();
  }
",1,33
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:Crowdsale:buyTokens(address),"  function buyTokens(address beneficiary) payable {
    require(beneficiary != 0x0);
    require(validPurchase());

    uint256 weiAmount = msg.value;

    // calculate token amount to be created
    uint256 tokens = weiAmount.mul(rate);

    // update state
    weiRaised = weiRaised.add(weiAmount);

    token.mint(beneficiary, tokens);
    TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);

    forwardFunds();
  }
",1,45
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:Crowdsale:validPurchase(),"  function validPurchase() internal constant returns (bool) {
    uint256 current = block.number;
    bool withinPeriod = current >= startBlock && current <= endBlock;
    bool nonZeroPurchase = msg.value != 0;
    return withinPeriod && nonZeroPurchase;
  }
",2,9
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:Crowdsale:hasEnded(),"  function hasEnded() public constant returns (bool) {
    return block.number > endBlock;
  }
",2,6
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:FinalizableCrowdsale:finalize(),"  function finalize() onlyOwner {
    require(!isFinalized);
    require(hasEnded());

    finalization();
    Finalized();

    isFinalized = true;
  }
",0,2
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:CappedCrowdsale:CappedCrowdsale(uint256),"  function CappedCrowdsale(uint256 _cap) {
    require(_cap > 0);
    cap = _cap;
  }
",2,33
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:CappedCrowdsale:validPurchase(),"  function validPurchase() internal constant returns (bool) {
    bool withinCap = weiRaised.add(msg.value) <= cap;
    return super.validPurchase() && withinCap;
  }
",1,15
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:CappedCrowdsale:hasEnded(),"  function hasEnded() public constant returns (bool) {
    bool capReached = weiRaised >= cap;
    return super.hasEnded() || capReached;
  }
",1,7
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:RakugoPresale:balanceOf(address),"  function balanceOf(address _owner) constant returns (uint256 balance) {
    return balances[_owner];
  }
",1,226
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:RakugoCrowdsale:createTokenContract(),"  function createTokenContract() internal returns (MintableToken) {
    return new RakugoToken();
  }
",0,36
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:RakugoCrowdsale:initializeCompanyTokens(uint256),"  function initializeCompanyTokens(uint256 _companyTokens) internal {
    contribute(wallet, wallet, 0, _companyTokens);//no paid eth for company liquidity
  }
",1,2
"0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:RakugoCrowdsale:presalePurchase(address[],address)","  function presalePurchase(address[] presales, address _presaleAddress) internal {
    RakugoPresale rakugoPresale = RakugoPresale(_presaleAddress);
    for (uint i = 0; i < presales.length; i++) {
        address presalePurchaseAddress = presales[i];
        uint256 contributionAmmount = 0;//presale contributions tracked differently than main sale
        uint256 presalePurchaseTokens = rakugoPresale.balanceOf(presalePurchaseAddress);
        contribute(presalePurchaseAddress, presalePurchaseAddress, contributionAmmount, presalePurchaseTokens);
    }
  }
",1,2
"0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:RakugoCrowdsale:contribute(address,address,uint256,uint256)","  function contribute(address purchaser, address beneficiary, uint256 weiAmount, uint256 tokens){
    token.mint(beneficiary, tokens);
    TokenPurchase(purchaser, beneficiary, weiAmount, tokens);
  }
",2,4
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:RakugoCrowdsale:finalize()," function finalize() onlyOwner {
    require(!isFinalized);
    require(hasEnded());

    finalization();
    Finalized();

    isFinalized = true;
  }
",0,2
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:RakugoCrowdsale:finalization(),"  function finalization() internal {
    token.finishMinting();
  }
",1,2
"0x7f664f61dc14db9aec51c56426a8875553691c19/TIMEDEX.sol:SafeMath:mul(uint256,uint256)","    function mul(uint256 a, uint256 b) internal pure returns (uint256 c) {
        if (a == 0) {
            return 0;
        }
        c = a * b;
        assert(c / a == b);
        return c;
    }
",1,775
"0x7f664f61dc14db9aec51c56426a8875553691c19/TIMEDEX.sol:SafeMath:div(uint256,uint256)","    function div(uint256 a, uint256 b) internal pure returns (uint256) {
        // assert(b > 0); // Solidity automatically throws when dividing by 0
        // uint256 c = a / b;
        // assert(a == b * c + a % b); // There is no case in which this doesn't hold
        return a / b;
    }
",0,128
"0x7f664f61dc14db9aec51c56426a8875553691c19/TIMEDEX.sol:SafeMath:sub(uint256,uint256)","    function sub(uint256 a, uint256 b) internal pure returns (uint256) {
        assert(b <= a);
        return a - b;
    }
",3,5487
"0x7f664f61dc14db9aec51c56426a8875553691c19/TIMEDEX.sol:SafeMath:add(uint256,uint256)","    function add(uint256 a, uint256 b) internal pure returns (uint256 c) {
        c = a + b;
        assert(c >= a);
        return c;
    }
",4,5950
0x7f664f61dc14db9aec51c56426a8875553691c19/TIMEDEX.sol:TIMEDEX:onlyOwner(),"    modifier onlyOwner() {
        require(msg.sender == owner);
        _;
    }
",8,8910
0x7f664f61dc14db9aec51c56426a8875553691c19/TIMEDEX.sol:TIMEDEX:transferOwnership(address),"    function transferOwnership(address newOwner) onlyOwner public {
        if (newOwner != address(0)) {
            owner = newOwner;
        }
    }
",0,23
"0x7f664f61dc14db9aec51c56426a8875553691c19/TIMEDEX.sol:TIMEDEX:distr(address,uint256)","    function distr(address _to, uint256 _amount) canDistr private returns (bool) {
        totalDistributed = totalDistributed.add(_amount);
        balances[_to] = balances[_to].add(_amount);
        emit Distr(_to, _amount);
        emit Transfer(address(0), _to, _amount);

        return true;
    }
",2,46
"0x7f664f61dc14db9aec51c56426a8875553691c19/TIMEDEX.sol:TIMEDEX:doAirdrop(address,uint256)","    function doAirdrop(address _participant, uint _amount) internal {

        require( _amount > 0 );

        require( totalDistributed < totalSupply );

        balances[_participant] = balances[_participant].add(_amount);
        totalDistributed = totalDistributed.add(_amount);

        if (totalDistributed >= totalSupply) {
            distributionFinished = true;
        }

        // log
        emit Airdrop(_participant, _amount, balances[_participant]);
        emit Transfer(address(0), _participant, _amount);
    }
",2,46
0x7f664f61dc14db9aec51c56426a8875553691c19/TIMEDEX.sol:TIMEDEX:getTokens(),"    function getTokens() payable canDistr  public {
        uint256 tokens = 0;

        require( msg.value >= minContribution );

        require( msg.value > 0 );

        tokens = tokensPerEth.mul(msg.value) / 1 ether;
        address investor = msg.sender;

        if (tokens > 0) {
            distr(investor, tokens);
        }

        if (totalDistributed >= totalSupply) {
            distributionFinished = true;
        }
    }
",1,22
0x7f664f61dc14db9aec51c56426a8875553691c19/TIMEDEX.sol:TIMEDEX:balanceOf(address),"    function balanceOf(address _owner) constant public returns (uint256) {
        return balances[_owner];
    }
",0,34
0x7f664f61dc14db9aec51c56426a8875553691c19/TIMEDEX.sol:TIMEDEX:onlyPayloadSize(uint256),"    modifier onlyPayloadSize(uint size) {
        assert(msg.data.length >= size + 4);
        _;
    }
",2,258
"0x7f664f61dc14db9aec51c56426a8875553691c19/TIMEDEX.sol:TIMEDEX:transfer(address,uint256)","    function transfer(address _to, uint256 _amount) onlyPayloadSize(2 * 32) public returns (bool success) {

        require(_to != address(0));
        require(_amount <= balances[msg.sender]);

        balances[msg.sender] = balances[msg.sender].sub(_amount);
        balances[_to] = balances[_to].add(_amount);
        emit Transfer(msg.sender, _to, _amount);
        return true;
    }
",0,2
"0x7f664f61dc14db9aec51c56426a8875553691c19/TIMEDEX.sol:TIMEDEX:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _amount) onlyPayloadSize(3 * 32) public returns (bool success) {

        require(_to != address(0));
        require(_amount <= balances[_from]);
        require(_amount <= allowed[_from][msg.sender]);

        balances[_from] = balances[_from].sub(_amount);
        allowed[_from][msg.sender] = allowed[_from][msg.sender].sub(_amount);
        balances[_to] = balances[_to].add(_amount);
        emit Transfer(_from, _to, _amount);
        return true;
    }
",0,2
"0x7f664f61dc14db9aec51c56426a8875553691c19/TIMEDEX.sol:TIMEDEX:approve(address,uint256)","    function approve(address _spender, uint256 _value) public returns (bool success) {
        // mitigates the ERC20 spend/approval race condition
        if (_value != 0 && allowed[msg.sender][_spender] != 0) { return false; }
        allowed[msg.sender][_spender] = _value;
        emit Approval(msg.sender, _spender, _value);
        return true;
    }
",0,2
"0x7f664f61dc14db9aec51c56426a8875553691c19/TIMEDEX.sol:TIMEDEX:allowance(address,address)","    function allowance(address _owner, address _spender) constant public returns (uint256) {
        return allowed[_owner][_spender];
    }
",0,6
0x3351e6ca9e9370923840489464cf0a7b12701808/KittyBirther.sol:Ownable:Ownable(),"    function Ownable() public {
        owner = msg.sender;
    }
",0,34
0x3351e6ca9e9370923840489464cf0a7b12701808/KittyBirther.sol:Ownable:onlyOwner(),"    modifier onlyOwner() {
        require(msg.sender == owner);
        _;
    }
",2,8910
0x3351e6ca9e9370923840489464cf0a7b12701808/KittyBirther.sol:Ownable:transferOwnership(address),"    function transferOwnership(address newOwner) public onlyOwner {
        require(newOwner != address(0));
        OwnershipTransferred(owner, newOwner);
        owner = newOwner;
    }
",0,65
"0x3D454AcEA6EbBaA4A344F7E0EA0e28B47417Ee62/Ribble.sol:Ribble:transfer(address,uint256)","    function transfer(address _to, uint256 _value) {
        if (balanceOf[msg.sender] < _value) throw;           // Check if the sender has enough
        if (balanceOf[_to] + _value < balanceOf[_to]) throw; // Check for overflows
        balanceOf[msg.sender] -= _value;                     // Subtract from the sender
        balanceOf[_to] += _value;                            // Add the same to the recipient

    }
",0,1
"0x01c91a1b352a2903bc8378e5f645c9bc8685029e/ARPMidTermHolding.sol:Math:max256(uint256,uint256)","  function max256(uint256 a, uint256 b) internal pure returns (uint256) {
    return a >= b ? a : b;
  }
",0,33
"0x01c91a1b352a2903bc8378e5f645c9bc8685029e/ARPMidTermHolding.sol:Math:min256(uint256,uint256)","  function min256(uint256 a, uint256 b) internal pure returns (uint256) {
    return a < b ? a : b;
  }
",1,33
"0x01c91a1b352a2903bc8378e5f645c9bc8685029e/ARPMidTermHolding.sol:SafeMath:mul(uint256,uint256)","  function mul(uint256 a, uint256 b) internal pure returns (uint256 c) {
    // Gas optimization: this is cheaper than asserting 'a' not being zero, but the
    // benefit is lost if 'b' is also tested.
    // See: https://github.com/OpenZeppelin/openzeppelin-solidity/pull/522
    if (a == 0) {
      return 0;
    }

    c = a * b;
    assert(c / a == b);
    return c;
  }
",0,775
"0x01c91a1b352a2903bc8378e5f645c9bc8685029e/ARPMidTermHolding.sol:SafeMath:div(uint256,uint256)","  function div(uint256 a, uint256 b) internal pure returns (uint256) {
    // assert(b > 0); // Solidity automatically throws when dividing by 0
    // uint256 c = a / b;
    // assert(a == b * c + a % b); // There is no case in which this doesn't hold
    return a / b;
  }
",1,128
"0x01c91a1b352a2903bc8378e5f645c9bc8685029e/ARPMidTermHolding.sol:SafeMath:sub(uint256,uint256)","  function sub(uint256 a, uint256 b) internal pure returns (uint256) {
    assert(b <= a);
    return a - b;
  }
",1,5487
"0x01c91a1b352a2903bc8378e5f645c9bc8685029e/ARPMidTermHolding.sol:SafeMath:add(uint256,uint256)","  function add(uint256 a, uint256 b) internal pure returns (uint256 c) {
    c = a + b;
    assert(c >= a);
    return c;
  }
",5,5950
"0x01c91a1b352a2903bc8378e5f645c9bc8685029e/ARPMidTermHolding.sol:SafeERC20:safeTransfer(ERC20Basic,address,uint256)","  function safeTransfer(ERC20Basic token, address to, uint256 value) internal {
    require(token.transfer(to, value));
  }
",2,77
"0x01c91a1b352a2903bc8378e5f645c9bc8685029e/ARPMidTermHolding.sol:SafeERC20:safeTransferFrom(ERC20,address,address,uint256)","  function safeTransferFrom(
    ERC20 token,
    address from,
    address to,
    uint256 value
  )
    internal
  {
    require(token.transferFrom(from, to, value));
  }
",1,5
"0x8bc7468bfd4c09d334071e954e1b06eb0e6c67e3/STRIMToken.sol:SafeMath:mul(uint256,uint256)","  function mul(uint256 a, uint256 b) internal constant returns (uint256) {
    uint256 c = a * b;
    assert(a == 0 || c / a == b);
    return c;
  }
",1,924
"0x8bc7468bfd4c09d334071e954e1b06eb0e6c67e3/STRIMToken.sol:SafeMath:div(uint256,uint256)","  function div(uint256 a, uint256 b) internal constant returns (uint256) {
    // assert(b > 0); // Solidity automatically throws when dividing by 0
    uint256 c = a / b;
    // assert(a == b * c + a % b); // There is no case in which this doesn't hold
    return c;
  }
",1,624
"0x8bc7468bfd4c09d334071e954e1b06eb0e6c67e3/STRIMToken.sol:SafeMath:sub(uint256,uint256)","  function sub(uint256 a, uint256 b) internal constant returns (uint256) {
    assert(b <= a);
    return a - b;
  }
",4,5487
"0x8bc7468bfd4c09d334071e954e1b06eb0e6c67e3/STRIMToken.sol:SafeMath:add(uint256,uint256)","  function add(uint256 a, uint256 b) internal constant returns (uint256) {
    uint256 c = a + b;
    assert(c >= a);
    return c;
  }
",4,5961
"0x8bc7468bfd4c09d334071e954e1b06eb0e6c67e3/STRIMToken.sol:ERC23BasicToken:transfer(address,uint256,bytes)","    function transfer(address _to, uint256 _value, bytes _data) returns (bool success) {

        //Standard ERC23 transfer function

        if(isContract(_to)) {
            transferToContract(_to, _value, _data);
        }
        else {
            transferToAddress(_to, _value, _data);
        }
        return true;
    }
",1,2
"0x8bc7468bfd4c09d334071e954e1b06eb0e6c67e3/STRIMToken.sol:ERC23BasicToken:transfer(address,uint256)","    function transfer(address _to, uint256 _value) {

        //standard function transfer similar to ERC20 transfer with no _data
        //added due to backwards compatibility reasons

        bytes memory empty;
        if(isContract(_to)) {
            transferToContract(_to, _value, empty);
        }
        else {
            transferToAddress(_to, _value, empty);
        }
    }
",1,2
0x8bc7468bfd4c09d334071e954e1b06eb0e6c67e3/STRIMToken.sol:ERC23BasicToken:balanceOf(address),"    function balanceOf(address _owner) constant returns (uint256 balance) {
        return balances[_owner];
    }
",0,226
"0x8bc7468bfd4c09d334071e954e1b06eb0e6c67e3/STRIMToken.sol:ERC23StandardToken:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _value) {
        var _allowance = allowed[_from][msg.sender];

        // Check is not needed because sub(_allowance, _value) will already throw if this condition is not met
        // if (_value > _allowance) throw;

        balances[_to] = balances[_to].add(_value);
        balances[_from] = balances[_from].sub(_value);
        allowed[_from][msg.sender] = _allowance.sub(_value);
        Transfer(_from, _to, _value);
    }
",1,63
"0x8bc7468bfd4c09d334071e954e1b06eb0e6c67e3/STRIMToken.sol:ERC23StandardToken:allowance(address,address)","    function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
        return allowed[_owner][_spender];
    }
",0,14
0x8bc7468bfd4c09d334071e954e1b06eb0e6c67e3/STRIMToken.sol:STRIMToken:onlyTeam(),"    modifier onlyTeam() {
        //only do if call is from owner modifier
        require(msg.sender == StrimTeam);
        _;
    }
",3,56
0x8bc7468bfd4c09d334071e954e1b06eb0e6c67e3/STRIMToken.sol:STRIMToken:crowdsaleTransferLock(),"    modifier crowdsaleTransferLock() {
        require(isFinalized);
        _;
    }
",3,6
0x8bc7468bfd4c09d334071e954e1b06eb0e6c67e3/STRIMToken.sol:STRIMToken:whenNotHalted(),"    modifier whenNotHalted() {
        // only do when not halted modifier
        require(!halted);
        _;
    }
",1,7
0x8bc7468bfd4c09d334071e954e1b06eb0e6c67e3/STRIMToken.sol:STRIMToken:buy(),"    function buy() payable {
        createTokens(msg.sender);
    }
",1,2
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:SafeMath:mul(uint256,uint256)","  function mul(uint256 a, uint256 b) internal pure returns (uint256 c) {
    if (a == 0) {
      return 0;
    }
    c = a * b;
    assert(c / a == b);
    return c;
  }
",0,775
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:SafeMath:div(uint256,uint256)","  function div(uint256 a, uint256 b) internal pure returns (uint256) {
    // assert(b > 0); // Solidity automatically throws when dividing by 0
    // uint256 c = a / b;
    // assert(a == b * c + a % b); // There is no case in which this doesn't hold
    return a / b;
  }
",0,128
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:SafeMath:sub(uint256,uint256)","  function sub(uint256 a, uint256 b) internal pure returns (uint256) {
    assert(b <= a);
    return a - b;
  }
",4,5487
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:SafeMath:add(uint256,uint256)","  function add(uint256 a, uint256 b) internal pure returns (uint256 c) {
    c = a + b;
    assert(c >= a);
    return c;
  }
",5,5950
0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:BasicToken:totalSupply(),"  function totalSupply() public view returns (uint256) {
    return totalSupply_;
  }
",1,13
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:BasicToken:transfer(address,uint256)","  function transfer(address _to, uint256 _value) public returns (bool) {
    require(_to != address(0));
    require(_value <= balances[msg.sender]);

    balances[msg.sender] = balances[msg.sender].sub(_value);
    balances[_to] = balances[_to].add(_value);
    emit Transfer(msg.sender, _to, _value);
    return true;
  }
",1,329
0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:BasicToken:balanceOf(address),"  function balanceOf(address _owner) public view returns (uint256) {
    return balances[_owner];
  }
",0,34
0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:BurnableToken:burn(uint256),"  function burn(uint256 _value) public {
    _burn(msg.sender, _value);
  }
",0,7
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:BurnableToken:_burn(address,uint256)","  function _burn(address _who, uint256 _value) internal {
    require(_value <= balances[_who]);
    // no need to require value <= totalSupply, since that would imply the
    // sender's balance is greater than the totalSupply, which *should* be an assertion failure

    balances[_who] = balances[_who].sub(_value);
    totalSupply_ = totalSupply_.sub(_value);
    emit Burn(_who, _value);
    emit Transfer(_who, address(0), _value);
  }
",1,107
0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:Ownable:Ownable(),"  function Ownable() public {
    owner = msg.sender;
  }
",0,34
0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:Ownable:onlyOwner(),"  modifier onlyOwner() {
    require(msg.sender == owner);
    _;
  }
",6,8910
0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:Ownable:transferOwnership(address),"  function transferOwnership(address newOwner) public onlyOwner {
    require(newOwner != address(0));
    emit OwnershipTransferred(owner, newOwner);
    owner = newOwner;
  }
",1,65
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:StandardToken:transferFrom(address,address,uint256)","  function transferFrom(address _from, address _to, uint256 _value) public returns (bool) {
    require(_to != address(0));
    require(_value <= balances[_from]);
    require(_value <= allowed[_from][msg.sender]);

    balances[_from] = balances[_from].sub(_value);
    balances[_to] = balances[_to].add(_value);
    allowed[_from][msg.sender] = allowed[_from][msg.sender].sub(_value);
    emit Transfer(_from, _to, _value);
    return true;
  }
",1,253
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:StandardToken:approve(address,uint256)","  function approve(address _spender, uint256 _value) public returns (bool) {
    allowed[msg.sender][_spender] = _value;
    emit Approval(msg.sender, _spender, _value);
    return true;
  }
",1,316
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:StandardToken:allowance(address,address)","  function allowance(address _owner, address _spender) public view returns (uint256) {
    return allowed[_owner][_spender];
  }
",0,6
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:StandardToken:increaseApproval(address,uint256)","  function increaseApproval(address _spender, uint _addedValue) public returns (bool) {
    allowed[msg.sender][_spender] = allowed[msg.sender][_spender].add(_addedValue);
    emit Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
    return true;
  }
",1,172
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:StandardToken:decreaseApproval(address,uint256)","  function decreaseApproval(address _spender, uint _subtractedValue) public returns (bool) {
    uint oldValue = allowed[msg.sender][_spender];
    if (_subtractedValue > oldValue) {
      allowed[msg.sender][_spender] = 0;
    } else {
      allowed[msg.sender][_spender] = oldValue.sub(_subtractedValue);
    }
    emit Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
    return true;
  }
",1,172
0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:MintableToken:canMint(),"  modifier canMint() {
    require(!mintingFinished);
    _;
  }
",3,619
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:MintableToken:mint(address,uint256)","  function mint(address _to, uint256 _amount) onlyOwner canMint public returns (bool) {
    totalSupply_ = totalSupply_.add(_amount);
    balances[_to] = balances[_to].add(_amount);
    emit Mint(_to, _amount);
    emit Transfer(address(0), _to, _amount);
    return true;
  }
",1,147
0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:MintableToken:finishMinting(),"  function finishMinting() onlyOwner canMint public returns (bool) {
    mintingFinished = true;
    emit MintFinished();
    return true;
  }
",0,21
0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:CappedToken:CappedToken(uint256),"  function CappedToken(uint256 _cap) public {
    require(_cap > 0);
    cap = _cap;
  }
",1,31
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:CappedToken:mint(address,uint256)","  function mint(address _to, uint256 _amount) onlyOwner canMint public returns (bool) {
    require(totalSupply().add(_amount) <= cap);

    return super.mint(_to, _amount);
  }
",1,17
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:DetailedERC20:DetailedERC20(string,string,uint8)","  function DetailedERC20(string _name, string _symbol, uint8 _decimals) public {
    name = _name;
    symbol = _symbol;
    decimals = _decimals;
  }
",1,18
0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:Pausable:whenPaused(),"  modifier whenPaused() {
    require(paused);
    _;
  }
",1,319
0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:Pausable:unpause(),"  function unpause() onlyOwner whenPaused public {
    paused = false;
    emit Unpause();
  }
",0,1
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:PausableToken:transfer(address,uint256)","  function transfer(
    address _to,
    uint256 _value
  )
    public
    whenNotPaused
    returns (bool)
  {
    return super.transfer(_to, _value);
  }
",0,34
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:PausableToken:transferFrom(address,address,uint256)","  function transferFrom(
    address _from,
    address _to,
    uint256 _value
  )
    public
    whenNotPaused
    returns (bool)
  {
    return super.transferFrom(_from, _to, _value);
  }
",0,21
