FEN:ID,Function Code,Comment before Propatation,Comment after Propagation,label1,label2,label
"0x5ab14c104ba2771fd2a6ec6f616da1ad41d5b8a7/JincorToken.sol:Burnable:burnFrom(address,uint256)","  function burnFrom(address _from, uint _value) returns (bool success) {
    require(_from != 0x0 && _value > 0 && balances[_from] >= _value);
    require(_value <= allowed[_from][msg.sender]);
    balances[_from] = balances[_from].sub(_value);
    totalSupply = totalSupply.sub(_value);
    allowed[_from][msg.sender] = allowed[_from][msg.sender].sub(_value);
    Burn(_from, _value);
    return true;
  }
",no comment,"
	/**
 	* Destroy tokens from other account
 	*
 	* Remove `_value` tokens from the system irreversibly on behalf of `_from`.
 	*
 	* @param _from the address of the sender
 	* @param _value the amount of money to burn
 	*/
",5,5,1.0
0x2e62af2ad08239c528ee7ed72914dad6a897b1fd/CryptoToken.sol:Owned:onlyOwner(),"	modifier onlyOwner {
		require(msg.sender == owner);
		_;
	}
",no comment,"  /**
   * @dev Throws if called by any account other than the owner.
   */
",4,4,1.0
"0x3bbb50a8979443dbaab05da1264ef2f1f1b1a3f6/INDISafe.sol:StandardToken:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _value) returns (bool success) {
      if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && _value > 0) {
        balances[_to] += _value;
        balances[_from] -= _value;
        allowed[_from][msg.sender] -= _value;
        Transfer(_from, _to, _value);
        return true;
      } else {
        return false;
      }
    }
",no comment,"
    /// @notice send `_value` token to `_to` from `_from` on the condition it is approved by `_from`
    /// @param _from The address of the sender
    /// @param _to The address of the recipient
    /// @param _value The amount of token to be transferred
    /// @return Whether the transfer was successful or not
",5,5,1.0
"0x4b35e0ab998ebe8414871c13cf778f9d0bbdf609/SWPToken.sol:SafeMath:safeSubtract(uint256,uint256)","    function safeSubtract(uint256 x, uint256 y) internal returns(uint256) {
      assert(x >= y);
      uint256 z = x - y;
      return z;
    }
",no comment,"
    // safely subtract
",5,5,1.0
0x0bf5fd285f0c6c323564293ed5d6b64d90d50c4f/FranklinFarmer.sol:Ownable:onlyOwner(),"    modifier onlyOwner() {
        require(msg.sender == owner);
        _;
    }
",no comment,"  /**
   * @dev Throws if called by any account other than the owner.
   */
",5,5,1.0
0x4c2e198cf5ee4ca4d6e9e0c1b2b954f9101c7fc1/GFCToken.sol:owned:owned(),"    function owned() internal {
        owner = msg.sender;
    }
",no comment,"
    //constructor
",5,5,1.0
"0x6c5be5501b9c792637f3fe45ef991ce120296ef7/SuomenMarkka.sol:SuomenMarkka:transferAnyERC20Token(address,uint256)","    function transferAnyERC20Token(address tokenAddress, uint tokens) public onlyOwner returns (bool success) {
        return ERC20Interface(tokenAddress).transfer(owner, tokens);
    }
",no comment,"

    // ------------------------------------------------------------------------
    // Owner can transfer out any accidentally sent ERC20 tokens
    // ------------------------------------------------------------------------
",5,5,1.0
"0x0ac1eb22b98cdd76796401ff462a96da9dbf07d4/TokenLock.sol:SafeMath:mul(uint256,uint256)","  function mul(uint256 a, uint256 b) pure internal  returns (uint256) {
    uint256 c = a * b;
    assert(a == 0 || c / a == b);
    return c;
  }
",no comment,"
  /**
  * @dev Multiplies two numbers, throws on overflow.
  */
",4,4,1.0
"0x1a3281b41081180b058851b49274201f9556f6e4/BIPOOH_DAO_32_b.sol:BIPOOH_DAO_32_b:approve(address,uint256)","			function approve(address _spender, uint _value) returns (bool success) {								
				allowed[msg.sender][_spender] = _value;							
				Approval(msg.sender, _spender, _value);							
				return true;							
			}								
",no comment,"
    /// @notice `msg.sender` approves `_addr` to spend `_value` tokens
    /// @param _spender The address of the account able to transfer the tokens
    /// @param _value The amount of wei to be approved for transfer
    /// @return Whether the approval was successful or not
",4,4,1.0
0x4c5e45cc4dd47c8e8c9ea4698025652b6728621e/EDMToken.sol:EDMToken:burn(uint256),"    function burn(uint _value) returns (bool)
    {
        balances[msg.sender] = balances[msg.sender].sub(_value);
        totalSupply = totalSupply.sub(_value);
        Burn(msg.sender, _value);
        Transfer(msg.sender, address(0x0), _value);
        return true;
    }
",no comment,"
    /**
     * Destroy tokens
     *
     * Remove `_value` tokens from the system irreversibly
     *
     * @param _value the amount of money to burn
     */
",5,5,1.0
0x02fcda86fffefc71d83180b436e5d7f78906345c/GaiBanngToken.sol:GaiBanngToken:transferOwnership(address),"    function transferOwnership(address newOwner) public isOwner {
        require(newOwner != address(0));
        emit OwnershipTransferred(owner, newOwner);
        owner = newOwner;
    }
",no comment,"  /**
   * @dev Allows the current owner to transfer control of the contract to a newOwner.
   * @param newOwner The address to transfer ownership to.
   */
",4,5,1.0
"0x6e6613235f419f25c01348fc5ca864ddfac97d90/ANYtoken.sol:SafeMath:safeAdd(uint256,uint256)","    function safeAdd(uint a, uint b) public pure returns (uint c) {
        c = a + b;
        require(c >= a);
    }
",no comment,"
    // ------------------------------------------------------------------------
    // Safe maths, inspired by OpenZeppelin
    // ------------------------------------------------------------------------
",5,5,1.0
0x6f444af44be5c398f57a2016d191e01ffd8f6931/Controller.sol:Token:totalSupply(),"    function totalSupply() constant returns (uint) {
        return controller.totalSupply();
    }
",no comment,"
	// public functions

",5,5,1.0
0x4f4d8b0115d9c849403dd6215e65d284296585f6/Brandingcoin1.sol:Ownable:Ownable(),"    function Ownable() {
        owner = msg.sender;
    }
",no comment,"
    /** 
     * @dev The Ownable constructor sets the original `owner` of the contract to the sender
     * account.
     */
",4,4,1.0
"0x2c8d313bf9d5c7c4047d1588a469e38bb77f44ca/SafeGiftTokens.sol:SafeGiftTokens:transfer(address,uint256)","	function transfer(address _to, uint256 _value) public returns (bool){

		require(_to != address(0) && _value < MAX_UINT256 && balances[msg.sender] >= _value);
		balances[msg.sender] -= _value;
		balances[_to] += _value;
		Transfer(msg.sender, _to, _value);
		return true;

	}
",no comment,"
    /// @notice send `_value` token to `_to` from `msg.sender`
    /// @param _to The address of the recipient
    /// @param _value The amount of token to be transferred
    /// @return Whether the transfer was successful or not
",4,4,1.0
"0x2e14e0c5589f5d6c4f34d230950f82177e001f53/SSAToken.sol:StandardToken:allowance(address,address)","  function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
    return allowed[_owner][_spender];
  }
",no comment,"
  /**
   * @dev Function to check the amount of tokens that an owner allowed to a spender.
   * @param _owner address The address which owns the funds.
   * @param _spender address The address which will spend the funds.
   * @return A uint256 specifying the amount of tokens still available for the spender.
   */
",4,4,1.0
"0x2de9b766701b4d1468ae44b376dca65d31db243f/UHubToken.sol:UHubToken:approve(address,uint256)","    function approve(address _spender, uint256 _value) returns (bool) {
        require(enableTransfers);
        return super.approve(_spender,_value);
    }
",no comment,"
     /// @notice `msg.sender` approves `_addr` to spend `_value` tokens
     /// @param _spender The address of the account able to transfer the tokens
     /// @param _value The amount of wei to be approved for transfer
     /// @return Whether the approval was successful or not
",5,5,1.0
0x6ea3ba628a73d22e924924df3661843e53e5c3aa/TestToken.sol:Ownable:constructor(),"  constructor() public {
    owner = msg.sender;
  }
",no comment,"  /**
   * @dev The Ownable constructor sets the original `owner` of the contract to the sender
   * account.
   */
",5,5,1.0
"0x7a4033a93885247a4292988a3c0c0e3c1cf55721/Airdroster.sol:SafeMath:sub(uint256,uint256)","    function sub(uint256 a, uint256 b) internal constant returns (uint256) {
        assert(b <= a);
        return a - b;
    }
",no comment,"
  /**
  * @dev Substracts two numbers, throws on overflow (i.e. if subtrahend is greater than minuend).
  */
",5,5,1.0
"0x0d0c5ab77eaece8bb9383273ca3481c948ec644f/BBCoins.sol:BBCStandardToken:transfer(address,uint256)","    function transfer(address _to, uint256 _value) returns (bool success) {
        if (frozenAccount[msg.sender]) return false;
        require(
            (balances[msg.sender] >= _value) // Check if the sender has enough
            && (_value > 0) // Don't allow 0value transfer
            && (_to != address(0)) // Prevent transfer to 0x0 address
            && (balances[_to].add(_value) >= balances[_to]) // Check for overflows
            && (msg.data.length >= (2 * 32) + 4)); //mitigates the ERC20 short address attack
            //most of these things are not necesary

        balances[msg.sender] = balances[msg.sender].sub(_value);
        balances[_to] = balances[_to].add(_value);
        Transfer(msg.sender, _to, _value);
        return true;
    }
",no comment,"
    /// @notice send `_value` token to `_to` from `msg.sender`
    /// @param _to The address of the recipient
    /// @param _value The amount of token to be transferred
    /// @return Whether the transfer was successful or not
",5,5,1.0
"0x4c246f6e5fb1302c4f244ca3acabc2c09cfd46ad/LCT.sol:ERC20Interface:transferFrom(address,address,uint256)","    function transferFrom(address from, address to, uint tokens) public returns (bool success);
",no comment,"

    // ------------------------------------------------------------------------
    // Transfer tokens from the from account to the to account
    // 
    // The calling account must already have sufficient tokens approve(...)-d
    // for spending from the from account and
    // - From account must have sufficient balance to transfer
    // - Spender must have sufficient allowance to transfer
    // - 0 value transfers are allowed
    // ------------------------------------------------------------------------
",5,5,1.0
"0x2ceedb62c316665fc30ee8f9657ffcb36be09a96/ETFloorPresale.sol:SafeMath:mul(uint256,uint256)","    function mul(uint256 a, uint256 b) internal pure returns (uint256) {
        if (a == 0) {
            return 0;
        }
        uint256 c = a * b;
        assert(c / a == b);
        return c;
    }
",no comment,"
  /**
  * @dev Multiplies two numbers, throws on overflow.
  */
",5,5,1.0
"0x4fac1c38d3cb76c4dff73f1c4390d34fe6259906/GERMANY_WINS.sol:GERMANY_WINS:transfer(address,uint256)","	function transfer(address to, uint256 value) public returns (bool success) {								
		require(balanceOf[msg.sender] >= value);							
									
		balanceOf[msg.sender] -= value;  // deduct from sender's balance							
		balanceOf[to] += value;          // add to recipient's balance							
		emit Transfer(msg.sender, to, value);							
		return true;							
	}								
",no comment,"
    /* Send coins */
",3,1,1.0
"0x0c01ec00e9b543bd99757bcbb05fb6cc11eedd5e/CerttifyCrowdsale.sol:BasicToken:transfer(address,uint256)","    function transfer(address _to, uint256 _value) public returns (bool) {
        require(_to != address(0));
        require(_value <= balances[msg.sender]);
        balances[msg.sender] = balances[msg.sender].sub(_value);
        balances[_to] = balances[_to].add(_value);
        emit Transfer(msg.sender, _to, _value);
        return true;
    }
",no comment,"
  /**
  * @dev transfer token for a specified address
  * @param _to The address to transfer to.
  * @param _value The amount to be transferred.
  */
",4,4,1.0
"0x1b69cd0f0ef8f13e13e32328dc1db9e1128ea358/Evernal.sol:ERC20:allowance(address,address)","    function allowance(address _owner, address _spender) public constant returns (uint256 remaining);
",no comment,"
    /**
     * @dev Function to check the amount of tokens that an owner allowed to a spender.
     * @param _owner address The address which owns the funds.
     * @param _spender address The address which will spend the funds.
     * @return A uint256 specifying the amount of tokens still available for the spender.
     */
",5,5,1.0
0x3D45fd77243365Ba890f32746368a859AE6B7dc9/EtherHealthClub.sol:EtherHealthClub:balanceOf(address),"    function balanceOf(address _owner) constant returns (uint256 balance) {
        return balances[_owner];
    }
",no comment,"
  /**
  * @dev Gets the balance of the specified address.
  * @param _owner The address to query the the balance of.
  * @return An uint256 representing the amount owned by the passed address.
  */
",5,5,1.0
0x5ace91f9d1653bcb35e93b5b9855e36087ae53e7/Quantormassa.sol:Quantormassa:balanceOf(address),"    function balanceOf(address _owner) constant returns(uint256 balance) {
        return balances[_owner];
    }
",no comment,"
  /**
  * @dev Gets the balance of the specified address.
  * @param _owner The address to query the the balance of.
  * @return An uint256 representing the amount owned by the passed address.
  */
",5,5,1.0
0x3f9705be93b5cd5e7ba81764bb45effb61b3b7f9/EuroSibEnergo_TCI_VI_20181220.sol:Ownable:Ownable(),"	function	Ownable	() {						
		owner	= msg.sender;						
	}								
",no comment,"
    /** 
     * @dev The Ownable constructor sets the original `owner` of the contract to the sender
     * account.
     */
",5,5,1.0
0x2fB96a6CA0e940eD219e9386210e6CF299295FFE/GermaineIfuduPrivateSale.sol:GermaineIfuduPrivateSale:transferOwnership(address),"	function transferOwnership(address newOwner) onlyOwner public {
        owner = newOwner;
    }
",no comment,"
  /**
   * @dev Allows the current owner to set the pendingOwner address.
   * @param newOwner The address to transfer ownership to.
   */
",5,5,1.0
"0x4d9412b6c12b2e2bf0da15416b71f33c846e635b/BIGLUV.sol:SafeMath:mul(uint256,uint256)","  function mul(uint256 a, uint256 b) internal returns (uint256) {
    uint256 c = a * b;
    assert(a == 0 || c / a == b);
    return c;
  }
",no comment,"
  /**
  * @dev Multiplies two numbers, throws on overflow.
  */
",4,4,1.0
0x5d551fa77ec2c7dd1387b626c4f33235c3885199/BlockSports.sol:Pausable:unpause(),"  function unpause() onlyOwner whenPaused public {
    paused = false;
    emit Unpause();
  }
",no comment,"
  /**
   * @dev called by the owner to unpause, returns to normal state
   */
",5,5,1.0
"0x7c539bdeb5e20b084af0722158a1b5613b328c7a/ZperToken.sol:ZperToken:transfer(address,uint256)","	function transfer(address _to, uint256 _value) public returns (bool success) {
		require(balances[msg.sender] >= _value && balances[_to] + _value > balances[_to]);
		balances[msg.sender] -= _value;
		balances[_to] += _value;
		emit Transfer(msg.sender, _to, _value);
		return true;
	}
",no comment,"
    /**
     * Reviewed:
     * - Interger overflow = OK, checked
     */
",4,4,1.0
"0x7a00f353c4117f28fe50a1c2a43856b73cc60e4d/PO8Token.sol:SafeMath:sub(uint256,uint256)","    function sub(uint256 a, uint256 b) internal pure returns (uint256) {
        assert(b <= a);
        return a - b;
    }
",no comment,"
  /**
  * @dev Substracts two numbers, throws on overflow (i.e. if subtrahend is greater than minuend).
  */
",5,5,1.0
"0x3dc54e46c7dd2bebe0f5503ab1fbd87afba81d25/LiftUpVets.sol:LiftUpVets:increaseApproval(address,uint256)","   function increaseApproval(address _spender, uint _addedValue) public returns (bool) {
     allowed[msg.sender][_spender] = SafeMath.add(allowed[msg.sender][_spender], _addedValue);
     Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
     return true;
   }
",no comment,"
  /**
   * @dev Increase the amount of tokens that an owner allowed to a spender.
   *
   * approve should be called when allowed[_spender] == 0. To increment
   * allowed value is better to use this function to avoid 2 calls (and wait until
   * the first transaction is mined)
   * From MonolithDAO Token.sol
   * @param _spender The address which will spend the funds.
   * @param _addedValue The amount of tokens to increase the allowance by.
   */
",5,5,1.0
"0x0dabaea13982b659ffa03c02307ce1e5a04dc657/ERC20TOKEN.sol:SafeMath:safeAdd(uint256,uint256)","  function safeAdd(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a + b;
    assert(c>=a && c>=b);
    return c;
  }
",no comment,"
    // Overflow protected math functions

    /**
        @dev returns the sum of _x and _y, asserts if the calculation overflows

        @param _x   value 1
        @param _y   value 2

        @return sum
    */
",4,4,1.0
0x8ad3ea560703e6c830c828ed06f5aca6fce991af/EN_Plus_V.sol:EN_Plus_V:balanceOf(address),"	function balanceOf(address _owner) constant returns (uint balance) {								
		return balances[_owner];							
	}								
",no comment,"
  /**
  * @dev Gets the balance of the specified address.
  * @param _owner The address to query the the balance of.
  * @return An uint256 representing the amount owned by the passed address.
  */
",4,4,1.0
"0x2cbc6812cff0b1113bf2808ffce6d83b97afd345/VLBRefundVault.sol:SafeMath:mul(uint256,uint256)","    function mul(uint256 a, uint256 b) internal constant returns (uint256) {
        uint256 c = a * b;
        if (a != 0 && c / a != b) revert();
        return c;
    }
",no comment,"
  /**
  * @dev Multiplies two numbers, throws on overflow.
  */
",4,4,1.0
0x3dc54e46c7dd2bebe0f5503ab1fbd87afba81d25/LiftUpVets.sol:LiftUpVets:name(),"    function name()
        public
        view
        returns (string) {
        return _name;
    }
",no comment,"
  /// @dev Required for ERC-721 compliance.
",5,5,1.0
"0x3ee426bb8828d335a75f3e0ff5b961bd3122dd53/Bitbex.sol:StandardToken:approve(address,uint256)","  function approve(address _spender, uint256 _value) public returns (bool) {
    allowed[msg.sender][_spender] = _value;
    emit Approval(msg.sender, _spender, _value);
    return true;
  }
",no comment,"
    /// @notice `msg.sender` approves `_addr` to spend `_value` tokens
    /// @param _spender The address of the account able to transfer the tokens
    /// @param _value The amount of wei to be approved for transfer
    /// @return Whether the approval was successful or not
",4,4,1.0
"0x2A287B4eBE1efB6b37Ad1ED3141f0dB1A1C51c99/STS.sol:STS:approve(address,uint256)","    function approve(address _spender, uint256 _value) public returns (bool success)   
    { 
        allowed[msg.sender][_spender] = _value;
        emit Approval(msg.sender, _spender, _value);
        return true;
    }
",no comment,"
    /// @notice `msg.sender` approves `_addr` to spend `_value` tokens
    /// @param _spender The address of the account able to transfer the tokens
    /// @param _value The amount of wei to be approved for transfer
    /// @return Whether the approval was successful or not
",5,5,1.0
"0x7c539bdeb5e20b084af0722158a1b5613b328c7a/ZperToken.sol:ZperToken:approve(address,uint256)","	function approve(address _spender, uint256 _value) public returns (bool success) {
		allowed[msg.sender][_spender] = _value;
		emit Approval(msg.sender, _spender, _value);
		return true;
	}
",no comment,"
    /// @notice `msg.sender` approves `_addr` to spend `_value` tokens
    /// @param _spender The address of the account able to transfer the tokens
    /// @param _value The amount of wei to be approved for transfer
    /// @return Whether the approval was successful or not
",5,5,1.0
0x0d83102ec81853f3334Bd2b9E9fcCE7adf96ccC7/OpenAddressLottery.sol:OpenAddressLottery:kill(),"    function kill() {
        require(msg.sender==owner);
        
        selfdestruct(msg.sender);
    }
",no comment,"
    // Destroy contract and reclaim leftover funds.
",5,5,1.0
"0x3b6fb225e6dcb23452b255ff3101d18328c429d1/Exploreon.sol:Math:min64(uint64,uint64)","  function min64(uint64 a, uint64 b) internal constant returns (uint64) {
    return a < b ? a : b;
  }
",no comment,"    
    // return the lowest of two 64 bit integers
",5,5,1.0
0x6f539a9456a5bcb6334a1a41207c3788f5825207/Ohni.sol:owned:owned(),"	function owned() public {
		owner = msg.sender;
	}
",no comment,"
    //constructor
",4,4,1.0
0x7faf5179cf3080be02e2c3da0ac34b7d5e5225df/VHW.sol:VHW:constructor(),"  constructor() public {
    totalSupply_ = INITIAL_SUPPLY;
    balances[msg.sender] = INITIAL_SUPPLY;
  }
",no comment,"
    /**
     * @dev constructor for Able Dollar Token
     */
",5,5,1.0
"0x3a05efde3003a7181c22d7ce3c13445c54aadd69/QuintessenceToken.sol:ERC20:allowance(address,address)","  function allowance(address owner, address spender) public view returns (uint256);
",no comment,"
  /**
   * @dev Function to check the amount of tokens that an owner allowed to a spender.
   * @param _owner address The address which owns the funds.
   * @param _spender address The address which will spend the funds.
   * @return A uint256 specifying the amount of tokens still available for the spender.
   */
",5,5,1.0
"0x000000d4e883e304c7f9574ebeecf238eb55a40f/DSWP.sol:SafeMath:add(uint256,uint256)","  function add(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a + b;
    require(c >= a);
    return c;
  }
",no comment,"
  /**
  * @dev Adds two numbers, throws on overflow.
  */
",5,5,1.0
"0x5c0e4f2a54f1e0716ea64de7cfe83b0cf1ad417b/PowrLedgerToken.sol:PowrLedgerToken:allowance(address,address)","    function allowance(address tokenOwner, address spender) public constant returns (uint remaining) {

        return allowed[tokenOwner][spender];

    }
",no comment,"

    // ------------------------------------------------------------------------
    // Returns the amount of tokens approved by the owner that can be
    // transferred to the spender's account
    // ------------------------------------------------------------------------
",4,4,1.0
"0x5c30b130f9c0d52a22fa447209afedbbc9d4788f/RRRR_Token.sol:TokenERC20:allowance(address,address)","    function allowance(address _owner, address _spender) public view returns (uint256) {
        return allowances[_owner][_spender];
    }
",no comment," 
    /**
     * @dev Take allowed tokens
     * @param _owner The address of the account owning tokens
     * @param _spender The address of the account able to transfer the tokens
     * @return Amount of remaining tokens allowed to spent
     */
",5,5,1.0
"0x7e0181130e9fc1c1c09c82ff8fa89daa32d4d8f9/NGTToken.sol:SafeMath:mul(uint256,uint256)","	function mul(uint256 a, uint256 b) internal pure returns (uint256) {
		uint256 c = a * b;
		assert(a == 0 || c / a == b);
		return c;
	}
",no comment,"
  /**
  * @dev Multiplies two numbers, throws on overflow.
  */
",5,5,1.0
"0x4aa31350abd22345150f1b9f4e48e76a3bbb65f0/ICOTH.sol:ERC827:approveAndCall(address,uint256,bytes)","    function approveAndCall(address _spender, uint256 _value, bytes _data) public payable returns (bool);
",no comment,"    /**
     * @dev Addition to ERC20 token methods. It allows to
     * @dev approve the transfer of value and execute a call with the sent data.
     *
     * @dev Beware that changing an allowance with this method brings the risk that
     * @dev someone may use both the old and the new allowance by unfortunate
     * @dev transaction ordering. One possible solution to mitigate this race condition
     * @dev is to first reduce the spender's allowance to 0 and set the desired value
     * @dev afterwards:
     * @dev https://github.com/ethereum/EIPs/issues/20#issuecomment-263524729
     *
     * @param _spender The address that will spend the funds.
     * @param _value The amount of tokens to be spent.
     * @param _data ABI-encoded contract call to call `_to` address.
     *
     * @return true if the call function was executed successfully
     */
",4,4,1.0
"0x5b313434e43286bee2189bb5a288242876c44f3e/PayToken.sol:SafeMath:safeSub(uint256,uint256)","    function safeSub(uint a, uint b) public pure returns (uint c) {
        require(b <= a);
        c = a - b;
    }
",no comment,"	//internals
",5,5,1.0
0x0b4ce72a70e87bee66e0f43e9c861366e9d7de19/Pisces_ZodiacToken.sol:Pisces_ZodiacToken:name(),"    function name() constant returns (string) { return ""Pisces_ZodiacToken""; }
",no comment,"  /// @notice A descriptive name for a collection of NFTs in this contract
",5,5,1.0
0x5a827a78cdda15b72ecf793352604e77a856f83d/ISOToken.sol:BasicToken:balanceOf(address),"    function balanceOf(address addr) public view returns (uint256 balance) {
        return _balances[addr];
    }
",no comment,"
//    //?????GBC
",2,2,0.0
"0x4b174bc0b7581587448e75691d0b101b90d5ee66/ChipotleCdsTok20221205I.sol:ChipotleCdsTok20221205I:approve(address,uint256)","    function approve(address _spender, uint _value) public returns (bool success) {
        allowed[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
",no comment,"
    /// @notice `msg.sender` approves `_addr` to spend `_value` tokens
    /// @param _spender The address of the account able to transfer the tokens
    /// @param _value The amount of wei to be approved for transfer
    /// @return Whether the approval was successful or not
",5,5,1.0
"0x6E0646b014d99d79f4E875B6723Fa8E46BECbd15/CENToken.sol:CENToken:approve(address,uint256)","    function approve(address _spender, uint256 _value) public
        returns (bool success) {
        allowance[msg.sender][_spender] = _value;
        return true;
    }
",no comment,"
    /**
     * Set allowance for other address
     *
     * Allows `_spender` to spend no more than `_value` tokens in your behalf
     *
     * @param _spender The address authorized to spend
     * @param _value the max amount they can spend
     */
",3,1,1.0
"0x7eda98442b9c767cacb3d9979b92014e12897802/ERC20TOKEN.sol:ERC20TOKEN:transfer(address,uint256)","    function transfer(address _to, uint256 _value) public returns (bool success) {
        _transfer(msg.sender, _to, _value);
        return true;
    }
",no comment,"
    /**
     * Transfer tokens
     *
     * Send `_value` tokens to `_to` from your account
     *
     * @param _to The address of the recipient
     * @param _value the amount to send
     */
",5,5,1.0
"0x1B455D30c2e46F6ecb6fA022791fa7C1bCe8bB62/ZiberToken.sol:ZiberToken:safeAdd(uint256,uint256)","    function safeAdd(uint a, uint b) internal returns (uint) {
      uint c = a + b;
      assert(c>=a && c>=b);
      return c;
    }
",no comment,"
    // ------------------------------------------------------------------------
    // Safe maths, inspired by OpenZeppelin
    // ------------------------------------------------------------------------
",5,5,1.0
"0x7f00a7024a559c7c88e8954213eb653c18900f4e/PGPToken.sol:ERC20Interface:allowance(address,address)","    function allowance(address tokenOwner, address spender) public constant returns (uint remaining);
",no comment,"




    // ------------------------------------------------------------------------

    // Returns the amount of tokens approved by the owner that can be

    // transferred to the spender's account

    // ------------------------------------------------------------------------

",5,5,1.0
0x0af46b0c6d12f6d498f623f9184ee9ac58c2b806/TimeBroker.sol:TimeBroker:isOwner(),"    modifier isOwner()
    {
        assert(msg.sender == owner);
        _;
    }
",no comment,"{
",2,2,0.0
0x0dc09ffca9c0cb49913fae2e9c1193c921a714e1/MCToken.sol:MCToken:totalSupply(),"    function totalSupply() public view returns (uint256 totalSupply){
        totalSupply = _totalSupply;
    }
",no comment,"
    // Get the total token supply
",5,5,1.0
0x6dc5880bad03f0eeb6e6b60954074cd3739563d0/AssetMoira.sol:admined:onlyAdmin(),"    modifier onlyAdmin() { //A modifier to define admin-only functions
        require(msg.sender == admin);
        _;
    }
",no comment,"
    /**
    * @dev This modifier limits function execution to the admin
    */
",5,5,1.0
"0x2ae965cd3d2b6d186e87d9586fc3bdbfc667cacc/GJCToken.sol:PausableToken:increaseApproval(address,uint256)","  function increaseApproval(address _spender, uint _addedValue) public whenNotPausedOrOwner returns (bool success) {
    return super.increaseApproval(_spender, _addedValue);
  }
",no comment,"
  /**
   * Adding whenNotPaused
   */
",4,4,1.0
"0x3b7cec8d8bae6342e38b33616000a2600599bedd/GenevExch.sol:GenevExch:depositToken(address,uint256)","    function depositToken(address token, uint amount) public { // Deposit ERC20 tokens
        if (amount==0) revert();
        require(whiteListERC20[token]);
        if (!Token(token).transferFrom(msg.sender, this, amount)) revert();
        tokens[token][msg.sender] = safeAdd(tokens[token][msg.sender], amount);
        emit Deposit(token, msg.sender, amount, tokens[token][msg.sender]);
    }
",no comment,"
  /**
  * This function handles deposits of Ethereum based tokens to the contract.
  * Does not allow Ether.
  * If token transfer fails, transaction is reverted and remaining gas is refunded.
  * Emits a Deposit event.
  * Note: Remember to call Token(address).approve(this, amount) or this contract will not be able to do the transfer on your behalf.
  * @param token Ethereum contract address of the token or 0 for Ether
  * @param amount uint of the amount of the token the user wishes to deposit
  */
",4,4,1.0
"0x5B932f07fd6E8fEbe913f70C913cD0D1FfD3a0A7/OVOToken.sol:ERC223Interface:transfer(address,uint256)","    function transfer(address to, uint256 value) external returns (bool);
",no comment,"    
    /**
     * @dev Transfer the specified amount of tokens to the specified address.
     *      This function works the same with the previous one
     *      but doesn't contain `_data` param.
     *      Added due to backwards compatibility reasons.
     *
     * @param _to    Receiver address.
     * @param _value Amount of tokens that will be transferred.
     */
",4,4,1.0
0x0a255f700b16c0acf5673565c757b94fb38b27f2/NeoWorldCash.sol:ERC20Interface:decimals(),"	function decimals() public constant returns (uint8);
",no comment,"	// Function to access decimals of token .
",5,5,1.0
"0x0d30598f68e75574a6285f62eb5d7658bd62bd8b/SCAVOToken.sol:PausableToken:transfer(address,uint256)","  function transfer(
    address _to,
    uint256 _value
  )
    public
    whenNotPaused
    returns (bool)
  {
    return super.transfer(_to, _value);
  }
",no comment,"
  /**
  * @dev Transfer token for a specified address
  * @param _to The address to transfer to.
  * @param _value The amount to be transferred.
  */
",5,5,1.0
0x05be4f528df1382f12668eaaef3e49eb2b97cc8e/INDToken.sol:INDToken:burn(uint256),"    function burn(uint256 _value) public returns (bool success) {
        require(balanceOf[msg.sender] >= _value);   
        balanceOf[msg.sender] -= _value;            
        totalSupply -= _value;                      
        Burn(msg.sender, _value);
        return true;
    }
",no comment,"
    /**
     * Destroy tokens
     *
     * Remove `_value` tokens from the system irreversibly
     *
     * @param _value the amount of money to burn
     */
",5,5,1.0
0x6d84769b1e287a27f282a938c8110b22714dbf78/ABIO_preICO.sol:Ownable:constructor(),"    constructor(){
        owner = msg.sender;
    }
",no comment,"  /**
   * @dev The Ownable constructor sets the original `owner` of the contract to the sender
   * account.
   */
",5,5,1.0
0x2ea7ae77369654e4afe84ef3733fccd8e159e1fe/E4Token.sol:E4RowRewards:withdrawDividends(),"	function withdrawDividends() public returns (uint namount);
",no comment,"

	// ----------------------------
	// sender withdraw entire rewards/dividends
	// ----------------------------
",5,5,1.0
0x6afd9628ef194f2365f6de9c8cee8938dfd936ed/CobinhoodToken.sol:ERC20Basic:balanceOf(address),"  function balanceOf(address who) constant returns (uint256);
",no comment,"
  /**
  * @dev Gets the balance of the specified address.
      * @param _owner The address to query the the balance of. 
          * @return An uint256 representing the amount owned by the passed address.
              */
",5,5,1.0
